X,Y,FID,HANDLER_ID,SITE_NAME,LOC_STR_NO,LOC_ADDR_1,LOC_ADDR_2,LOC_CITY,LOC_COUNTY,LOC_ZIP,CONTACT_NA,CONTACT_PH,GENERATOR,TRANSPORTE,TREATER,STORER,LAND_UNIT,HSWA_PERMI,LAT,LONG,HCS_CODE,HCS_REF,HCS_RES
-8675449.2969,4060698.989,1252,NCD981751605,NEW HANOVER VOC EDUCATION DEPT,1307,MARKET ST, ,WILMINGTON,NEW HANOVER,28401,LAVERNE  PICKETT,9107635431,SQG,N, , , , ,34.237216,-77.932887,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8779074.1618,4288708.5803,1253,NCD986215465,"JMC (USA), INC.",1,INNOVATION DRIVE, ,RESEARCH TRIANGLE PARK,DURHAM,27709,RANDI M DAVIS,9195494150,LQG,N, , , , ,35.913376,-78.863765,40,BATCHGEO.COM - YAHOO API,UNKNOWN
-8754327.5051,4270051.9032,1254,NCD107870370,NEWS & OBSERVER PUBLISHING CO,215,S MCDOWELL ST, ,RALEIGH,WAKE,27601,JANET A DINELLI,919-829-4853,SQG,N, , , , ,35.777523,-78.641462,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9001825.3534,4217883.7056,1255,NCR000010892,JOE GIBBS RACING,13415,REESE BLVD WEST, ,HUNTERSVILLE,MECKLENBURG,28078,ROGER  PHILLIPS,704-944-5037,SQG,N, , , , ,35.396415,-80.864773,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8766778.1448,4318652.2637,1256,NCD980847958,NEWTON INSTRUMENT COMPANY INC,111,EAST A ST, ,BUTNER,GRANVILLE,27509,GUY  BROOKS,919-575-5584,SQG,N, , , , ,36.130931,-78.753308,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9001492.9534,4218885.0153,1257,NC0991302651,JOE GIBBS RACING INC BUSCH SHOP,13201,REESE BLVD,SUITE 200,HUNTERSVILLE,MECKLENBURG,28078,ROGER D PHILLIPS,7049445037,SQG,N, , , , ,35.403747,-80.861787,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8772673.7364,4248165.1406,1258,NCD982133738,NEXANS  INC.,100,TECHNOLOGY PARK LANE, ,FUQUAY- VARINA,WAKE,27526,JIMMY S MOORE,919-552-2061,SQG,N, , , , ,35.617853,-78.806269,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9000930.6787,4196788.1794,1259,NCR000004168,JOHNSON C SMITH UNIVERSITY,100,BEATTIES FORD RD, ,CHARLOTTE,MECKLENBURG,28216,J GREG  COOK,704-330-1423,SQG,N, , , , ,35.24179,-80.856736,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8667748.7711,4272934.9795,1260,NCD982168924,NEXANS AEROSPACE USA LLC - ELM CITY,600,S PARKER ST, ,ELM CITY,WILSON,27822,ARTHUR C DEMING,252-236-6253,SQG,N, , , , ,35.798532,-77.863712,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8923513.6501,4316925.1455,1261,NCD000770487,JOHNSON CONTROLS INCORPORATED,2701,JOHNSON CONTROLS DRIVE, ,KERNERSVILLE,FORSYTH,27284,CHAD A BURNS,3367342320,LQG,N, , , , ,36.118399,-80.161287,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9004131.5594,4198054.4787,1262,NCD061263315,"NEXEO SOLUTIONS, LLC",3930,GLENWOOD DRIVE, ,CHARLOTTE,MECKLENBURG,28208,MIKE  TRULL,7043916877,LQG,Y, ,Y, ,Y,35.25108,-80.88549,31,GOOGLE EARTH, 
-8719962.9556,4232155.6464,1263,NCD986204857,JOHNSTON COMMUNITY COLLEGE,245,COLLEGE  RD, ,SMITHFIELD,JOHNSTON,27577,WILLIE S DALE,919/209-2560,SQG,N, , , , ,35.500857,-78.33276,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8996463.3162,4247838.4115,1264,NCD986178846,NGK CERAMICS USA INC,119,MAZEPPA RD, ,MOORESVILLE,IREDELL,28115,RICKY L DUCKETT,704-664-7000 3205,SQG,N, , , , ,35.615467,-80.816605,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8767781.1334,4287227.133,1265,NCR000008755,JOHN`S COLLISION CENTER,8809,E GULF CT, ,RALEIGH,WAKE,27613,SHERI  PITTMAN,9197813400,SQG,N, , , , ,35.902597,-78.762318,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8675496.719,4053952.3348,1266,NCR000009571,NHCS BUS TRANSPORTATION,2814,CAROLINA BEACH RD, ,WILMINGTON,NEW HANOVER,28412,KEN  NANCE,910-254-4285,SQG,N, , , , ,34.187097,-77.933313,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8780719.5753,4302418.1438,1267,NCR000010231,JOHN`S INC,1320,CAMDEN AVE, ,DURHAM,DURHAM,27704,SCOTT  JOHNSON,9196822469,SQG,N, , , , ,36.013057,-78.878546,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8842300.293,4309719.2066,1268,NCD982088890,NICHOLS DODGE INC,988,PLANTATION DR, ,BURLINGTON,ALAMANCE,27215,JUSTIN  BORST,336-229-6901,SQG,N, , , , ,36.066091,-79.431735,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8781274.3916,4284657.9281,1269,NC2750890004,NIEHS & EPA WASTE HANDLING FACILITY,111,TW ALEXANDER DRIVE, ,DURHAM,DURHAM,277092233,PAUL T JOHNSON,9195414237,LQG,N, ,Y, , ,35.8839,-78.88353,31,GOOGLE EARTH, 
-8931634.9636,4321385.8693,1270,NCR000151902,JOINT FIREARMS TRAINING FACILITY,550,BROOKWOOD BUSINESS PARK DR, ,WINSTON SALEM,FORSYTH,27105,JAMES  MITCHELL,336-747-7366,SQG,N, , , , ,36.150762,-80.234242,40,USCGeocoder,USPSZipAreaCentroid - Exact
-8776404.0525,4290802.1093,1271,NCR000143461,NITRONEX CORPORATION,2305,PRESIDENTIAL DR, ,DURHAM,DURHAM,27703,KEN A PELPHREY,919-807-9100,SQG,N, , , , ,35.928606,-78.839779,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8761715.557,4274610.091,1272,NCD981856396,JOINT FORCE HEADQUARTERS ATTN: NGNC-FMO-DEM,1636,GOLD STAR DR, ,RALEIGH,WAKE,27607,JOSEPH M HOWARD,9196646283,LQG,N, , , , ,35.810736,-78.70783,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8814651.4258,4239066.2442,1273,NCD986172476,"NOBLE OIL SERVICES, INC.",5617,CLYDE RHYNE DRIVE, ,SANFORD,LEE,27330,YOKE P CHUNG,9197748180 134,LQG,Y, , , , ,35.55138,-79.183361,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8725503.772,4025478.5186,1274,NCD981756125,JONES FORD,2410,HWY 17 N, ,SHALLOTTE,BRUNSWICK,28459,CHRIS  NEALEY,9107544341,SQG,N, , , , ,33.975245,-78.382534,40,BATCHGEO.COM - YAHOO API,UNKNOWN
-8998363.7626,4196142.1364,1275,NCD981861370,NORFOLK SOUTHERN CHARLOTTE ROADWAY,312,W LIDDELL ST, ,CHARLOTTE,MECKLENBURG,28206,PHILIP D BISSETTE,704-378-3797,SQG,N, , , , ,35.23705,-80.833677,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-9005238.5204,4269525.5692,1276,NCD986168797,JPS COMPOSITE MATERIALS CORP. STATESVILLE PLANT,535,CONNOR ST, ,STATESVILLE,IREDELL,286770871,DAVID  CLOER,704-878-8319,SQG,N, , , , ,35.773687,-80.895434,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8570042.0956,4340098.8447,1277,NCR000135756,NORTH CAROLINA & VIRGINIA RAILROAD,214,N RAILROAD ST, ,AHOSKIE,HERTFORD,27910,GLEN D DUNKIN,252-332-2778,CEG,Y, , , , ,36.286381,-76.985998,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-8993515.6874,4193830.5931,1278,NCR000162966,JUNK RESCUE,628,E 27TH ST, ,CHALROTTE,MECKLENBURG,28205,JEFFREY B REDDEN,704-898-7477,SQG,N, , , , ,35.220088,-80.790126,40,USCGeocoder,USPSZipAreaCentroid - Exact
-8783497.4418,4296265.0537,1279,NCD986230233,NORTH CAROLINA CENTRAL UNIVERSITY,1801,FAYETTEVILLE ST, ,DURHAM,DURHAM,27707,WILLIAM M LOGAN,9195307282,SQG,N, , , , ,35.968334,-78.9035,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-8931967.0297,4318263.0455,1280,NCD024895864,KABA ILCO,2941,INDIANA AVENUE, ,WINSTON-SALEM,FORSYTH,27105,DAN  HURLEY,3367251331 1368,LQG,N, , , , ,36.128107,-80.237225,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8774346.3117,4306172.8262,1281,NCD981759582,NORTH CAROLINA KENWORTH INC,3600,INTERWORTH DR, ,DURHAM,DURHAM,27704,GAVIN  RICHARDS,919-682-5481,SQG,N, , , , ,36.040335,-78.821294,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8659280.4748,4298907.0307,1282,NCD045646924,KABA ILCO CORPORATION,400,JEFFREYS RD, ,ROCKY MOUNT,NASH,27804,DAVID R ELLIS,2522005290,CEG,N, , ,Y, ,35.98754,-77.78764,31,GOOGLE EARTH, 
-8775867.3813,4296206.1853,1283,NCR000002410,NOVAN INC,4222,"EMPEROR BLVD, STE 470", ,DURHAM,DURHAM,27703,BRETT A HUFFMAN,919-378-2557,SQG,N, , , , ,35.967906,-78.834958,40,BATCHGEO.COM - YAHOO API,UNKNOWN
-8908593.2762,4289892.6186,1284,NCD980600597,"KAO SPECIALTIES AMERICAS, LLC",243,WOODBINE ST, ,HIGH POINT,GUILFORD,27260,PATRICK  SIMCOX,3368784312,LQG,N, , , , ,35.92199,-80.027255,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8779249.824,4252926.0009,1285,NCR000147306,SEQIRUS INC,475,GREEN OAKS PKWY, ,HOLLY SPRINGS,WAKE,27540,KENNETH J HALLATT,919-577-5299,SQG,N, , , , ,35.652612,-78.865343,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8841091.252,4308992.239,1286,NCD982131831,KAYSER ROTH HOSIERY,714,INTERSTATE SERVICE RD, ,GRAHAM,ALAMANCE,27253,JONATHAN R BRAY,336-229-2269,SQG,N, , , , ,36.060812,-79.420874,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8774452.0653,4280560.7125,1287,NCR000139170,NOVATI TECHNOLOGIES INC,800,PERIMETER PARK DR STE B, ,MORRISVILLE,WAKE,27560,DON  BROWN,919-459-2417,SQG,N, , , , ,35.854074,-78.822244,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9116339.9363,4210917.6184,1288,NCR000137364,KCH SERVICES INC,144,INDUSTRIAL DR, ,FOREST CITY,RUTHERFORD,28043,TOMMY  TONEY,8282459836,SQG,N, , , , ,35.345388,-81.893475,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8722958.3404,4322037.0134,1289,NCD982171415,NOVO NORDISK BIOCHEM INC, ,SR 1003, ,FRANKLINTON,FRANKLIN,27525,STEVEN  STADLEMAN,9194943390,SQG,N, , , , ,36.155485,-78.359668,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9160326.9426,4248161.5801,1290,NCD083673681,"KEARFOTT CORPORATION, MOTION SYSTEM DIVISION",2858,US HWY 70 WEST, ,BLACK MOUNTAIN,BUNCOMBE,28711,DAVID M TROUT,8283505584,LQG,N, , , , ,35.617827,-82.288617,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8728698.7526,4248521.3218,1291,NCD986231025,NOVO NORDISK PHARMACEUTICAL,3612,POWHATAN RD, ,CLAYTON,JOHNSTON,27527,DAVID W BRIGHT,9195502200 2215,LQG,N, , , , ,35.620454,-78.411235,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8990654.9992,4190037.1224,1292,NCD981861461,KEFFER DODGE INC,4800,E INDENPENCE BLVD, ,CHARLOTTE,MECKLENBURG,28212,STEVE  CAPOBLANCO,704-535-5330,SQG,N, , , , ,35.192244,-80.764428,40,BATCHGEO.COM - YAHOO API,UNKNOWN
-8553812.2704,4349709.4847,1293,NCR000011197,NUCOR STEEL - HERTFORD COUNTY,1505,RIVER ROAD, ,COFIELD,HERTFORD,27922,TERRY H HAIRSTON,2523563707,LQG,N, , , , ,36.355941,-76.840203,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-8637034.1651,4285010.768,1294,NCR000008391,KEIHIN CAROLINA SYSTEM TECHNOLOGY LLC,4047,MCNAIR RD, ,TARBORO,EDGECOMBE,27886,JOHN W NEWBY,252-641-6750 2718,SQG,N, , , , ,35.886468,-77.587798,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8644904.6758,4224001.2828,1295,NCD986216455,NWL CAPACITORS,204,CAROLINA DR, ,SNOW HILL,GREENE,28580,JERRY  SINGLETON,2527475943,SQG,N, , , , ,35.4412,-77.6585,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9004403.7356,4176713.4649,1296,NCD043679299,KELLER CRESCENT CO,10500,INDUSTRIAL DR,SOUTHLAND IND PARK,PINEVILLE,MECKLENBURG,28134,STEVE  WISE,704-889-3125,SQG,N, , , , ,35.094373,-80.887935,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9192815.4246,4227682.8937,1297,NC0991302802,NYPRO ASHEVILLE INC,100,VISTA BLVD, ,ARDEN,BUNCOMBE,28704,KEN  FRY,8286843141 285,SQG,N, , , , ,35.46814,-82.580466,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8677563.1427,4255269.8681,1298,NC0000381442,BRUNSON MARINE GROUP LLC,4155,DIXIE INN RD, ,WILSON,WILSON,27893,ROBERT D VICK,252-291-0271,SQG,N, , , , ,35.669719,-77.951876,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9052508.6724,4261964.7197,1299,NCR000009134,O W MACKEY INC,632,10TH AVE DR SE, ,HICKORY,CATAWBA,28602,WAYNE  MACKEY,828-327-8983,SQG,N, , , , ,35.718562,-81.320069,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8893326.9213,4308467.459,1300,NCR000005843,SAM`S CLUB #6402,4418,W WENDOVER AVE, ,GREENSBORO,GUILFORD,27407,CHRIS  STEWART,479-204-4202,SQG,N, , , , ,36.057001,-79.890115,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8884119.3522,4267244.7614,1301,NCD980728901,KENNAMETAL,201,YZEX ST, ,ASHEBORO,RANDOLPH,27203,GEORGE C LAPRISE,3366835319,LQG,N, , , , ,35.757062,-79.807402,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9179300.6818,4269869.0006,1302,NCD097362321,OHIO ELECTRIC MOTORS,30,PAINT FORK RD, ,BARNARDSVILLE,BUNCOMBE,28709,MARK A EATMON,828-626-2901,SQG,N, , , , ,35.77619,-82.459061,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8673526.0301,4261339.7866,1303,NCR000005496,SANDOZ INC.,4700,SANDOZ DRIVE, ,WILSON,WILSON,27893,JOHN T PRICE,2522342368,LQG,N, , , , ,35.714004,-77.91561,40,BATCHGEO.COM - YAHOO API,UNKNOWN
-8727587.4502,4340403.9156,1304,NCD097721278,KENNAMETAL INC,139,WAREHOUSE RD, ,HENDERSON,VANCE,27537,ROBERT T MCGHEE,252-430-3303,SQG,N, , , , ,36.28859,-78.401252,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-8999367.8644,4269049.6127,1305,NCR000149120,OHL,2203,SHERRILL DR, ,STATESVILLE,IREDELL,28625,KEN  BROWN,7048715716,LQG,N, , , , ,35.770218,-80.842697,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8827314.0179,4310585.3243,1306,NCD991278383,SANDVIK TOOLING SUPPLY,1483,DOGWOOD WAY, ,MEBANE,ALAMANCE,27302,RICHARD L BOYLE,919-304-6234,SQG,N, , , , ,36.07238,-79.297111,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8641129.1639,4360884.838,1307,NCD000645705,KENNAMETAL INC ROANOKE RAPIDS,100,KENNAMETAL RD, ,WELDON,HALIFAX,27890,ED  HARDY,252-536-5230,SQG,N, , , , ,36.436748,-77.624584,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-9014857.6376,4181205.7597,1308,NCD982078834,OKUMA AMERICA INC,12200,STEELE CREEK RD, ,CHARLOTTE,MECKLENBURG,28241,WAYNE  MCCONNELL,7045887000,SQG,N, , , , ,35.127385,-80.981844,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8915295.9341,4315375.2185,1309,NCR000150367,NOVANT HEALTH KERNERSVILLE MEDICAL CENTER,1750,KERNERSVILLE MEDICAL PARKWAY, ,KERNERSVILLE,FORSYTH,27284,LEESA P CHURCH,3362778727,LQG,N, , , , ,36.107151,-80.087466,40,"USCGeocoder; SOURCE_CENSUS_2008_PLACES",Exact CityCentroid 43632942.6119375 Meters
-9176193.5322,4247511.2814,1310,NCD070619663,OLD ASHEVILLE DYE AND FINISHING LOCATION,850,WARREN WILSON ROAD, ,SWANNANOA,BUNCOMBE,28778,DONALD G LEE,8282981510 4310,N,N, , ,Y, ,35.613078,-82.431149,31,GOOGLE EARTH, 
-9195334.362,4235555.2104,1311,NCR000144733,SANESCO INTERNATIONAL INC,1200,RIDGEFIELD BLVD,SUITE 200,ASHEVILLE,BUNCOMBE,28806,CARLA R DOGGETT,828-670-5705,SQG,N, , , , ,35.525715,-82.603094,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-9009193.3679,4272024.5098,1312,NCD003217726,KEWAUNEE SCIENTIFIC CORP,2700,W FRONT ST, ,STATESVILLE,IREDELL,28677,SCOTT M HAGER,704-871-3238,SQG,N, , , , ,35.791898,-80.930961,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8973808.2414,4210418.8152,1313,NCD981859127,STAVOLA BROS RACE TEAM,2240,HWY 49 NORTH, ,HARRISBURG,CABARRUS,28075,DONNIE  JOHNSON,7044556461,SQG,N, , , , ,35.341733,-80.613091,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8881191.8722,4301634.4191,1314,NCD000823146,OLYMPIC PRODUCTS LLC,4100,PLEASANT GARDEN RD, ,GREENSBORO,GUILFORD,27406,RICHARD  KELLEY,336-378-9620 2710,SQG,N, , , , ,36.007362,-79.781104,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9014450.0969,4194907.8087,1315,NCD168407633,STEELFAB INC,8623,OLD DOWD RD, ,CHARLOTTE,MECKLENBURG,28214,BRIAN  SCHLENKER,704-394-5376,SQG,N, , , , ,35.227993,-80.978183,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8875103.2527,4266378.6595,1316,NCD986187599,SAPONA MANUFACTURING CO INC,2478,CEDAR FALLS RD, ,CEDAR FALLS,RANDOLPH,272300128,RHONDA  HOLLADY,3366252727,SQG,N, , , , ,35.750748,-79.726409,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9032750.0193,4322946.0338,1317,NCD982122962,KEY CITY FURNITURE CO INC,503,C ST, ,NORTH WILKESBORO,WILKES,28659,JOHN  DYER,3368384191,SQG,N, , , , ,36.162078,-81.142574,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9000768.6944,4205918.5156,1318,NCR000159079,OMNICARE OF CHARLOTTE,6601,NORTHPARK BLVD SUITE C, ,CHARLOTTE,MECKLENBURG,28216,AMBER K BRENDLE,8887715543 23407,LQG,N, , , , ,35.3087494,-80.85528087,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8681482.2567,4127409.458,1319,NCD003187796,STEVCOKNIT FABRICS CO,615,WILMINGTON RD, ,WALLACE,DUPLIN,28466, , ,SQG,N, , , , ,34.731181,-77.987082,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8753534.2424,4261986.2461,1320,NCR000143990,SAPPS WELDING & RADIATOR INC,425,LOOP ROAD, ,GARNER,WAKE,27529,JASON R HOLMES,9197723966,SQG,N, , , , ,35.718719,-78.634336,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9054936.7731,4217444.6713,1321,NCD980839369,KEYSTONE POWDERED METAL CO,100,COMMERCE DR, ,CHERRYVILLE,GASTON,28021,RANDY  DACANAL,704-435-4036,SQG,N, , , , ,35.3932,-81.341881,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9048995.6519,4260523.9174,1322,NCR000150300,OMNICARE OF HICKORY,1257,25TH STREET PLACE SE, ,HICKORY,CATAWBA,28601,JACKIE  KNIGHT,8009496337 29187,LQG,N, , , , ,35.708053,-81.288511,40,"USCGeocoder; SOURCE_CENSUS_TIGERLINES_2008",Exact AddressRangeInterpolation 33760.3091336126 Meters
-8677088.8104,4055102.4512,1323,NCR000140772,SAYBOULT LP,2321,BURNETTE BLVD, ,WILMINGTON,NEW HANOVER,28401,RENISE B BULLARD,9107638444,SQG,N, , , , ,34.195643,-77.947615,40,BATCHGEO.COM - YAHOO API,UNKNOWN
-8840804.9383,4185460.9115,1324,NCD982098956,STEVE JONES HONDA,11045,US HWY 15-501, ,ABERDEEN,MOORE,28315,MIKE  COLE,910-692-2111 275,SQG,N, , , , ,35.158642,-79.418302,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8678728.6577,4268191.8732,1325,NCD033999764,KIDDE AEROSPACE & DEFENSE,4200,AIRPORT DRIVE NW, ,WILSON,WILSON,27896,MARK P RYAN,2522467920,LQG,N, , , , ,35.763966,-77.962346,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8973033.0125,4167467.2026,1326,NCD086872082,OMNOVA SOLUTIONS INC,2011,ROCKY RIVER ROAD NORTH, ,MONROE,UNION,28110,KATHY  BROWN,7042252040,LQG,N, , , , ,35.026384,-80.606127,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8720816.1082,4167827.3131,1327,NCD986171882,SCHINDLER ELEVATOR CORP,609,INDUSTRIAL DR, ,CLINTON,SAMPSON,28328, , ,SQG,N, , , , ,35.029033,-78.340424,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8975280.553,4230042.0142,1328,NCR000151837,STEWART-HAAS RACING LLC,6001,HAAS WAY, ,KANNAPOLIS,CABARRUS,28081,JOE L DIMILLO,704-652-4227,SQG,N, , , , ,35.485398,-80.626317,40,USCGeocoder,USPSZipAreaCentroid - Exact
-9180513.7303,4211089.5776,1329,NCD003151990,KIMBERLY-CLARK BERKELY MILLS,32,SMYTH AVE, ,HENDERSONVILLE,HENDERSON,28792,MICHAEL G BALDWIN,828-692-9611 4018,SQG,N, , , , ,35.346648,-82.469958,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-8783278.4764,4171767.4044,1330,NCD024553521,ONE HOUR CLEANERS INC,1303,FT BRAGG RD, ,FAYETTEVILLE,CUMBERLAND,28305,BIPIN C PATEL,910-309-8854,SQG,N, , , , ,35.058011,-78.901533,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8720116.2426,4167419.7597,1331,NCD986229284,SCHINDLER ELEVATOR CORP,821,INDUSTRIAL DR, ,CLINTON,SAMPSON,28328,RONALD E PEARCE,910-590-5586,SQG,N, , , , ,35.026035,-78.334137,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8780679.2776,4287743.6032,1332,NCR000009662,"STIEFEL, A GSK COMPANY",20,TW ALEXANDER DR., ,RESEARCH TRIANGLE PARK,DURHAM,27709,LINDSEY C WALATA,919-483-4640,LQG,N, , , , ,35.906355,-78.878184,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-9095952.4395,4266092.3974,1333,NCD986231868,KIMBLE GLASS MORGANTON,114,WAMSUTTA MILL RD, ,MORGANTON,BURKE,28655,BILL  MOULTEN,828-433-5000,SQG,N, , , , ,35.748661,-81.710331,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8614158.789,4131404.8009,1334,NCR000150995,ONSLOW MEMORIAL HOSPITAL,317,WESTERN BLVD, ,JACKSONVILLE,ONSLOW,28546,ANDRIA J DAVIS,9105772255,SQG,N, , , , ,34.760672,-77.382305,40,"USCGeocoder; SOURCE_CENSUS_TIGERLINES_2008",Exact AddressRangeInterpolation 5097.45834271354 Meters
-8734323.0586,4274337.0648,1335,NCD067203752,SCHNEIDER ELECTRIC (FORMERLY SQUARE D COMPANY),8001,HIGHWAY 64 EAST,(KNIGHTDALE BLVD,KNIGHTDALE,WAKE,27545,HARRY  HYATT,919-266-8223,N,N, , , ,Y,35.808747,-78.461759,31,GOOGLE EARTH, 
-9072961.7363,4281293.334,1336,NCD051324093,"KINCAID FURNITURE COMPANY, INC PLANT 1&6",168,MAIN STREET, ,HUDSON,CALDWELL,28638,LEWIS E HERMAN JR.,828-728-3261,LQG,N, , , , ,35.859408,-81.503802,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8934309.637,4320399.5081,1337,NCD067441394,ORACLE FLEXIBLE PACKAGING INC,220,POLO ROAD, ,WINSTON SALEM,FORSYTH,27105,SCOTT  SNOW,336-777-5878,LQG,N, , , , ,36.143607,-80.258269,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8902113.3686,4309535.4977,1338,NCD986232205,STILES MACHINERY INC,729,GALLIMORE DAIRY RD, ,HIGH POINT,GUILFORD,27265,STEVEN  GRISWOLD,336-665-0665 4713,SQG,N, , , , ,36.064757,-79.969045,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8676842.5716,4064125.3421,1339,NCR000010876,KINDER MORGAN BULK TERMINALS INC,2005,N 6TH ST, ,WILMINGTON,NEW HANOVER,28401,CHUCK W NIELSEN,910-762-8588 225,SQG,N, , , , ,34.262658,-77.945403,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8997386.3775,4201814.8389,1340,NCR000004697,SCHNEIDER NATIONAL INC,2420,STARITA RD, ,CHARLOTTE,MECKLENBURG,28269,DICK  WANEK,704-599-7315,SQG,N, , , , ,35.278661,-80.824897,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8973524.5994,4222325.8336,1341,NC0000926303,ORGANIC DYES AND PIGMENTS LLC,1015,CONCORD PARKWAY N, ,CONCORD,CABARRUS,28027,TIM  TAYLOR,704-786-1118,SQG,N, , , , ,35.428937,-80.610543,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8779526.3416,4282741.5536,1342,NCR000149633,ORIEL THERAPEUTICS INC,630,"DAVIS DR, STE 120", ,DURHAM,DURHAM,27713,TERRY A PAIT,919-313-1290 44,SQG,N, , , , ,35.869951,-78.867827,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-8998020.7873,4201260.5412,1343,NCD049773666,STORK PRINTS AMERICA -SPG PRINTS AMERICA,3201,ROTARY DR, ,CHARLOTTE,MECKLENBURG,28269,RICK M THOMAS,980-722-1798,SQG,N, , , , ,35.274596,-80.830596,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8929801.7543,4321163.2236,1344,NCD982127409,SCHOOL MAINTENANCE GARAGE,4897,LANSING DR, ,WINSTON-SALEM,FORSYTH,27105,DARYL  RITCHEY,336-748-2287,SQG,N, , , , ,36.149147,-80.217774,40,BATCHGEO.COM - YAHOO API,ROOFTOP
